scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.6155,1.7192,0.8963,21,36,1,116,0.2006,0.0598,0.6573121774039381,20%,0.31,66%,21 (1-120),650,320,160,0.5,56,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.6036,1.733,0.8706,22,36,1,118.049999999999,0.1953,0.061,0.6656168382239975,20%,0.3,67%,22 (1-120),650,320,160,0.5,56,0.95,0.53,0.6,0.5
cell_phone,2.6112,1.477,1.1342,4,14,0,55,0.2468,0.0848,0.565640318627451,25%,0.39,57%,4 (0-55),250,130,63,0.5,56,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.5622,1.4817,1.0805,4,15,0,59,0.2408,0.0824,0.5782920927328077,24%,0.38,58%,4 (0-59),270,140,68,0.5,56,0.95,0.53,0.6,0.5
