scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5853,1.3802,1.2051,16,30,0,103,0.2601,0.0892,0.5338645418326693,26%,0.56,53%,16 (0-100),540,270,140,0,4,0.95,0.8,0.6,0.5
cell_phone_met_limit,2.5947,1.5706,1.0241,15,25,0,87.0499999999993,0.2248,0.074,0.6053108259143639,22%,0.48,61%,15 (0-87),450,230,110,0,4,0.95,0.8,0.6,0.5
