scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.609,1.0373,1.5717,3,6.4,0,26,0.3392,0.1337,0.3975852817171329,34%,0.95,40%,3 (0-26),120,58,29,0,4,0.95,0.30000000000000004,0.6,0.5
cell_phone_met_limit,2.6111,1.2867,1.3244,3,5.6,0,21,0.2961,0.1014,0.49278082034391635,30%,0.8,49%,3 (0-21),100,50,25,0,4,0.95,0.30000000000000004,0.6,0.5
