scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.5684,1.6409,0.9275,21,35,1,112,0.2064,0.0637,0.6388802367232518,21%,0.33,64%,21 (1-110),630,320,160,0.4,4,0.95,0.53,0.6,0.5
isolation_manual_tracing,2.6211,1.808,0.8131,29,44,1,135,0.1786,0.0561,0.6897867307618939,18%,0.29,69%,29 (1-140),790,400,200,0.4,4,0.95,0.53,0.6,0.5
cell_phone,2.6156,1.4473,1.1683,4,14,0,57,0.2546,0.091,0.5533338430952746,25%,0.41,55%,4 (0-57),250,130,63,0.4,4,0.95,0.53,0.6,0.5
