scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5946,0.9892,1.6054,2,2.4,0,7,0.3531,0.1363,0.3812533723888075,35%,0.99,38%,2 (0-7),43,22,11,0,4,0.95,0,0.6,0.5
cell_phone_met_limit,2.5341,1.1801,1.354,2,2.4,0,7,0.297,0.1043,0.46568801546900274,30%,0.86,47%,2 (0-7),43,22,11,0,4,0.95,0,0.6,0.5
