scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5352,0.9858,1.5494,2,4.1,0,15,0.3419,0.1335,0.38884506153360676,34%,0.95,39%,2 (0-15),74,37,18,0,4,0.95,0.2,0.6,0.5
cell_phone_met_limit,2.5852,1.2479,1.3373,2,3.9,0,13,0.2961,0.1,0.4827092681417299,30%,0.8,48%,2 (0-13),70,35,18,0,4,0.95,0.2,0.6,0.5
