scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5521,1.0676,1.4845,3,9.1,0,38,0.3263,0.1249,0.4183221660593237,33%,0.86,42%,3 (0-38),160,82,41,0,4,0.95,0.4,0.6,0.5
cell_phone_met_limit,2.5723,1.3144,1.2579,3,7.9,0,31,0.2793,0.0949,0.5109823893014034,28%,0.73,51%,3 (0-31),140,71,36,0,4,0.95,0.4,0.6,0.5
