scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
isolation_manual_tracing_met_only,2.6103,1.7083,0.902,22,35,1,113,0.1947,0.0634,0.6544458491361147,19%,0.31,65%,22 (1-110),630,320,160,0.5,18,0.95,0.53,0.6,0.5
isolation_manual_tracing_met_limit,2.6095,1.7693,0.8402,22,35,1,112,0.1904,0.0542,0.6780226096953439,19%,0.29,68%,22 (1-110),630,320,160,0.5,18,0.95,0.53,0.6,0.5
cell_phone,2.5707,1.4679,1.1028,4,14,0,56,0.2468,0.0804,0.5710117866728907,25%,0.39,57%,4 (0-56),250,130,63,0.5,18,0.95,0.53,0.6,0.5
cell_phone_met_limit,2.5655,1.539,1.0265,4,14,0,56,0.2379,0.0722,0.599883063730267,24%,0.36,60%,4 (0-56),250,130,63,0.5,18,0.95,0.53,0.6,0.5
