scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5713,1.2926,1.2787,11,23,0,87,0.2834,0.104,0.502702912923424,28%,0.64,50%,11 (0-87),410,210,100,0,4,0.95,0.7000000000000001,0.6,0.5
cell_phone_met_limit,2.6113,1.4782,1.1331,11,20,0,69,0.2547,0.0822,0.5660781985983993,25%,0.55,57%,11 (0-69),360,180,90,0,4,0.95,0.7000000000000001,0.6,0.5
