scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.6605,1.5388,1.1217,23,38,0,126,0.2371,0.0889,0.5783875211426424,24%,0.47,58%,23 (0-130),680,340,170,0,4,0.95,0.9,0.6,0.5
cell_phone_met_limit,2.5867,1.6618,0.92490000000000006,20,31,0,101,0.2068,0.0636,0.6424401747400161,21%,0.4,64%,20 (0-100),560,280,140,0,4,0.95,0.9,0.6,0.5
