scenario,basic,r_diff,r_eff,contacts_med,contacts,traced_90_1,traced_90_2,above1,above5,reduction_raw,aboveX,r_effective,reduction,t_contacts,total_contacts100,total_contacts50,total_contacts10,wfh,limit_other,trace_p,app_cov,prob_symp,prob_t_asymp
cell_phone,2.5752,1.1658,1.4094,4,13,0,54,0.3152,0.113,0.45270270270270274,32%,0.77,45%,4 (0-54),230,120,58,0,4,0.95,0.5,0.6,0.5
cell_phone_met_limit,2.5537,1.3424,1.2113,4,11,0,43,0.2755,0.0909,0.5256686376629988,28%,0.67,53%,4 (0-43),200,99,50,0,4,0.95,0.5,0.6,0.5
